5.992996097,5.85147958,5.911354596,5.715263273,5.786447475,5.736770792,5.967396714,5.862600967,5.657506695,5.648555654,5.805675066,5.74633779,6.165696326,6.265894845,5.814918969,5.8368275,5.963784245,5.879068336,5.47913282,6.749063906,5.892909555,5.921513342,6.396412971,6.248846347,5.904363816,5.814178883,5.987338508,5.824634152,6.074447064,6.114580158,5.946455652,6.295411614,6.096503873
3.512660561,3.505145736,3.5086696,3.347771511,3.831456421,3.493969725,3.530655711,3.675420847,3.215826333,3.240601863,3.192471346,2.8748405,3.523299223,2.415923657,3.477777672,3.220218354,3.527743114,3.602194343,3.058862116,3.491951464,2.7197928,2.836503516,3.536837357,3.514710226,3.544723626,3.069283319,3.462696769,3.675523876,3.551060058,3.51391273,4.666648985,4.082265904,4.133794609
5.138832065,4.680277624,6.326523602,9.451010562,9.735774898,8.74665054,5.734884804,6.652758252,8.542125072,8.067439379,8.39049284,7.900347554,3.740847447,7.215225738,7.821703227,6.148053065,6.745036596,6.059559992,8.843483375,9.865246609,9.577443252,9.713121598,4.450374284,4.474233403,5.261746166,8.11039931,7.566832858,8.612207881,6.65959125,5.018243684,6.229164691,4.619795996,7.195933757
2.525262906,2.590331861,2.521658934,3.409125299,3.639564103,3.102712784,2.692490928,2.547603891,2.338914594,2.940353944,2.514403415,2.890110329,2.572541767,2.508952626,2.486796238,2.508686904,2.543137608,2.589463922,2.461474442,2.496122919,2.498648285,2.484086125,2.589969509,2.555981291,2.537204688,2.51468882,2.466144712,2.504039346,2.530752828,2.590957338,2.528303649,2.51468882,2.516112817
7.210644317,7.131126377,6.959497581,8.052634894,7.958975143,8.256396592,7.344612245,6.963014325,7.186405749,7.327215936,7.336452472,7.156050335,6.332019307,6.661535614,7.381329716,7.165321969,7.201949638,6.980169078,7.346706392,9.02713404,8.529349885,9.564348415,6.950160716,6.937977994,7.119270458,7.880410914,7.753083415,9.047394634,4.837084324,4.94324598,4.44115983,6.458148314,6.436379598
9.88130757,10.41775169,10.38004398,11.340359,11.65016589,11.65003418,10.21441252,10.22150732,12.25791164,11.34486954,11.29078846,10.9860717,10.6876673,12.50045593,12.43048122,11.98823356,10.99294296,10.14595549,12.48340931,12.44885464,12.19928751,12.22422524,9.880854601,10.2663829,9.55280197,11.61636913,11.16310555,10.47295289,10.43295615,10.55899388,10.38021762,10.90510526,10.90324641
7.024884078,8.051763663,7.477212802,8.577016136,9.098998421,9.021426267,7.068011106,7.269283785,9.597600544,8.137997618,8.36839638,8.101872276,7.956275612,9.271595,10.29602068,9.81751438,8.191158351,6.96290764,9.796284996,9.311943464,9.619584717,9.438591046,7.376541551,7.247198488,8.206294282,8.458672779,8.376735291,8.136458324,7.806764387,4.91380262,2.964123159,6.273786615,6.951332579
9.350917193,9.67978421,9.140072877,10.69325174,10.14645961,10.64760723,9.431087391,9.654226995,10.69339014,10.3826668,9.944414034,10.19316055,8.701249811,10.17974637,10.43540907,9.806673283,9.692172002,9.191939875,11.53725375,11.37062308,11.08401978,10.99542997,9.328698329,9.675074706,9.344033134,10.30667534,9.966805494,9.911754406,9.289399474,9.405049624,8.708185195,9.377859754,9.500014183
7.160392462,8.540922741,6.213992093,8.741819352,8.599877049,8.191579295,3.945171955,4.047185042,10.30689982,7.490389672,8.141885026,7.677760713,7.169894624,10.71420659,11.39126474,11.59821032,7.201827842,7.092959466,10.32505796,11.30980135,11.64901113,11.29947609,6.740490121,7.747780299,7.230908101,10.22926728,9.495859269,9.388444947,12.43793421,11.2015362,12.29958285,11.53534129,11.81811791
12.34756327,11.48655169,12.07535194,10.67904382,11.17315749,10.93176031,10.4536168,10.21120136,11.55171987,10.83856609,10.91571357,10.44758775,11.77097445,12.19175079,12.28938354,12.38223862,10.76637975,11.76502345,10.82138001,12.19791525,12.02892062,12.0943228,11.51338918,10.84177128,11.07915508,11.45461632,12.04868591,11.92709055,13.90197178,12.79247499,13.78126811,12.81902105,13.51750792
